iter	Passed	Remaining
531	84337	3878906
532	84487	3878351
533	84630	3877473
534	84831	3879255
535	85003	3879697
536	85155	3879239
537	85318	3879291
538	85466	3878666
539	85616	3878105
540	85809	3879509
541	85984	3880101
542	86188	3881968
543	86365	3882616
544	86514	3882042
545	86658	3881240
546	86846	3882349
547	87012	3882530
548	87155	3881677
549	87303	3881054
550	87450	3880350
551	87595	3879574
552	87776	3880403
553	87927	3879900
554	88101	3880431
555	88256	3880114
556	88434	3880797
557	88623	3881980
558	88932	3888365
559	89155	3891008
560	89345	3892180
561	89671	3899277
562	89868	3900757
563	90071	3902443
564	90483	3913205
565	90692	3915139
566	90861	3915370
567	91018	3915062
568	91175	3914762
569	91358	3915608
570	91558	3917122
571	91724	3917211
572	91914	3918334
573	92101	3919304
574	92264	3919238
575	92441	3919778
576	92634	3920972
577	92794	3920801
578	92946	3920286
579	93103	3919980
580	93251	3919292
581	93406	3918880
582	93603	3920278
583	93746	3919370
584	93901	3918981
585	94053	3918464
586	94209	3918104
587	94360	3917550
588	94565	3919265
589	94720	3918879
590	94883	3918795
591	95031	3918126
592	95193	3918034
593	95346	3917554
594	95534	3918506
595	95728	3919723
596	95889	3919566
597	96044	3919178
598	96199	3918786
599	96356	3918484
600	96540	3919281
601	96697	3918984
602	96874	3919493
603	97026	3918979
604	97175	3918344
605	97333	3918067
606	97527	3919270
607	97680	3918790
608	97852	3919086
609	98002	3918475
610	98153	3917948
611	98308	3917577
612	98492	3918342
613	98638	3917572
614	98787	3916973
615	98957	3917166
616	99147	3918180
617	99345	3919469
618	99526	3920140
619	99671	3919359
620	99827	3918974
621	99993	3919028
622	100139	3918305
623	100292	3917837
624	100473	3918463
625	100622	3917830
626	100769	3917156
627	100932	3917077
628	101094	3916965
629	101250	3916644
630	101437	3917466
631	101589	3916992
632	101734	3916209
633	101887	3915741
634	102049	3915658
635	102206	3915349
636	102395	3916266
637	102535	3915313
638	102681	3914584
639	102844	3914527
640	102993	3913914
641	103158	3913901
642	103343	3914684
643	103493	3914109
644	103644	3913600
645	103802	3913329
646	103950	3912683
647	104099	3912070
648	104305	3913623
649	104453	3912994
650	104602	3912372
651	104748	3911689
652	104906	3911421
653	105055	3910826
654	105265	3912495
655	105413	3911850
656	105566	3911437
657	105716	3910884
658	105875	3910643
659	106023	3910027
660	106210	3910839
661	106385	3911198
662	106536	3910686
663	106685	3910078
664	106854	3910243
665	107034	3910759
666	107221	3911586
667	107394	3911860
668	107550	3911527
669	107702	3911058
670	107866	3911015
671	108016	3910458
672	108199	3911092
673	108351	3910620
674	108561	3912232
675	108740	3912734
676	108916	3913100
677	109068	3912625
678	109255	3913409
679	109406	3912879
680	109581	3913251
681	109786	3914631
682	109967	3915201
683	110144	3915597
684	110366	3917623
685	110563	3918731
686	110755	3919642
687	110961	3921079
688	111147	3921777
689	111343	3922845
690	111584	3925492
691	111796	3927082
692	112015	3928964
693	112197	3929510
694	112369	3929706
695	112546	3930077
696	112785	3932598
697	112963	3933016
698	113137	3933268
699	113309	3933470
700	113490	3933953
701	113671	3934448
702	113914	3937115
703	114089	3937387
704	114262	3937604
705	114429	3937599
706	114609	3938045
707	114792	3938621
708	114997	3939926
709	115152	3939527
710	115306	3939086
711	115454	3938411
712	115603	3937801
713	115755	3937313
714	115955	3938446
715	116103	3937798
716	116249	3937072
717	116397	3936423
718	116541	3935679
719	116692	3935139
720	116886	3936050
721	117048	3935867
722	117200	3935376
723	117348	3934751
724	117496	3934100
725	117652	3933755
726	117854	3934901
727	118001	3934259
728	118173	3934408
729	118325	3933918
730	118478	3933439
731	118622	3932707
732	118812	3933464
733	118972	3933221
734	119116	3932452
735	119284	3932507
736	119429	3931782
737	119578	3931174
738	119761	3931694
739	119910	3931121
740	120056	3930416
741	120213	3930106
742	120374	3929907
743	120521	3929264
744	120705	3929828
745	120863	3929523
746	121018	3929116
747	121166	3928530
748	121336	3928624
749	121488	3928129
750	121675	3928760
751	121837	3928623
752	122013	3928890
753	122162	3928331
754	122314	3927823
755	122483	3927889
756	122669	3928516
757	122818	3927916
758	122971	3927482
759	123118	3926841
760	123271	3926383
761	123441	3926481
762	123625	3927007
763	123781	3926652
764	123942	3926470
765	124092	3925914
766	124245	3925465
767	124394	3924897
768	124593	3925895
769	124739	3925242
770	124907	3925268
771	125058	3924747
772	125205	3924127
773	125355	3923593
774	125546	3924341
775	125714	3924378
776	125882	3924380
777	126030	3923790
778	126179	3923238
779	126335	3922872
780	126518	3923354
781	126681	3923239
782	126834	3922796
783	126988	3922394
784	127135	3921755
785	127283	3921179
786	127466	3921649
787	127614	3921065
788	127791	3921364
789	127946	3920997
790	128088	3920211
791	128238	3919691
792	128419	3920126
793	128564	3919444
794	128715	3918930
795	128882	3918946
796	129020	3918045
797	129168	3917457
798	129353	3918006
799	129495	3917242
800	129642	3916626
801	129816	3916834
802	129998	3917272
803	130155	3916979
804	130340	3917488
805	130491	3917010
806	130649	3916741
807	130795	3916094
808	130968	3916261
809	131114	3915639
810	131302	3916252
811	131445	3915525
812	131594	3914973
813	131744	3914461
814	131898	3914073
815	132065	3914050
816	132249	3914566
817	132403	3914155
818	132548	3913495
819	132701	3913089
820	132859	3912815
821	133027	3912830
822	133210	3913270
823	133358	3912725
824	133509	3912226
825	133659	3911731
826	133809	3911216
827	133964	3910848
828	134162	3911756
829	134307	3911092
830	134460	3910669
831	134610	3910169
832	134757	3909583
833	134911	3909205
834	135097	3909735
835	135260	3909622
836	135407	3909030
837	135557	3908521
838	135705	3907952
839	135867	3907821
840	136053	3908345
841	136220	3908330
842	136369	3907790
843	136517	3907243
844	136663	3906644
845	136826	3906523
846	137056	3908300
847	137215	3908056
848	137360	3907400
849	137519	3907163
850	137676	3906873
851	137831	3906520
852	138014	3906953
853	138162	3906417
854	138332	3906472
855	138481	3905960
856	138630	3905446
857	138781	3904954
858	138970	3905564
859	139131	3905398
860	139291	3905187
861	139453	3905017
862	139602	3904500
863	139760	3904243
864	139951	3904883
865	140101	3904403
866	140252	3903947
867	140417	3903859
868	140573	3903531
869	140730	3903260
870	140924	3903971
871	141074	3903484
872	141223	3902985
873	141370	3902409
874	141538	3902416
875	141697	3902180
876	141893	3902965
877	142045	3902539
878	142197	3902110
879	142351	3901723
880	142514	3901594
881	142669	3901250
882	142861	3901914
883	143011	3901431
884	143153	3900732
885	143306	3900330
886	143461	3899998
887	143638	3900236
888	143841	3901191
889	143991	3900701
890	144138	3900149
891	144276	3899356
892	144426	3898863
893	144572	3898284
894	144767	3899016
895	144922	3898686
896	145067	3898049
897	145226	3897835
898	145370	3897200
899	145520	3896726
900	145706	3897214
901	145870	3897108
902	146017	3896545
903	146166	3896046
904	146314	3895528
905	146459	3894915
906	146639	3895236
907	146818	3895533
908	146968	3895079
909	147119	3894631
910	147272	3894246
911	147426	3893879
912	147609	3894269
913	147756	3893730
914	147926	3893772
915	148073	3893238
916	148220	3892678
917	148372	3892276
918	148563	3892888
919	148729	3892834
920	148877	3892310
921	149026	3891828
922	149177	3891391
923	149326	3890904
924	149520	3891564
925	149693	3891694
926	149838	3891122
927	149988	3890642
928	150133	3890064
929	150301	3890061
930	150496	3890762
931	150660	3890670
932	150831	3890735
933	150977	3890172
934	151124	3889635
935	151277	3889247
936	151472	3889939
937	151658	3890407
938	151818	3890205
939	151970	3889786
940	152116	3889225
941	152265	3888741
942	152458	3889376
943	152608	3888930
944	152770	3888772
945	152926	3888482
946	153078	3888067
947	153228	3887601
948	153415	3888097
949	153566	3887667
950	153714	3887147
951	153889	3887318
952	154034	3886748
953	154185	3886315
954	154374	3886838
955	154531	3886553
956	154685	3886207
957	154829	3885616
958	154993	3885513
959	155159	3885456
960	155365	3886398
961	155537	3886497
962	155696	3886277
963	155853	3885987
964	156027	3886132
965	156186	3885904
966	156380	3886557
967	156526	3886003
968	156680	3885639
969	156826	3885098
970	156989	3884974
971	157145	3884665
972	157334	3885185
973	157490	3884863
974	157644	3884521
975	157797	3884152
976	157946	3883681
977	158117	3883736
978	158308	3884292
979	158467	3884062
980	158616	3883592
981	158769	3883213
982	158914	3882659
983	159074	3882443
984	159269	3883112
985	159431	3882957
986	159579	3882448
987	159724	3881886
988	159884	3881679
989	160037	3881319
990	160242	3882208
991	160399	3881930
992	160557	3881682
993	160708	3881263
994	160851	3880636
995	161005	3880291
996	161186	3880605
997	161353	3880561
998	161508	3880242
999	161663	3879917
1000	161815	3879535
1001	161956	3878878
1002	162146	3879391
1003	162303	3879129
1004	162471	3879107
1005	162628	3878846
1006	162775	3878316
1007	162926	3877920
1008	163110	3878283
1009	163270	3878082
1010	163452	3878392
1011	163600	3877902
1012	163744	3877332
1013	163897	3876963
1014	164077	3877231
1015	164226	3876779
1016	164375	3876318
1017	164542	3876286
1018	164690	3875813
1019	164836	3875285
1020	165021	3875668
1021	165172	3875258
1022	165320	3874779
1023	165476	3874481
1024	165645	3874488
1025	165797	3874100
1026	165981	3874463
1027	166133	3874070
1028	166289	3873782
1029	166454	3873692
1030	166666	3874706
1031	166820	3874363
1032	167005	3874748
1033	167153	3874284
1034	167293	3873601
1035	167448	3873305
1036	167594	3872765
1037	167756	3872613
1038	167937	3872895
1039	168086	3872448
1040	168235	3872010
1041	168391	3871720
1042	168541	3871288
1043	168686	3870745
1044	168884	3871415
1045	169029	3870861
1046	169177	3870393
1047	169328	3870004
1048	169481	3869645
1049	169630	3869182
1050	169834	3869994
1051	169981	3869512
1052	170127	3868989
1053	170286	3868766
1054	170443	3868494
1055	170617	3868617
1056	170804	3869034
1057	170970	3868981
1058	171125	3868670
1059	171270	3868133
1060	171426	3867844
1061	171577	3867448
1062	171758	3867727
1063	171916	3867481
1064	172075	3867255
1065	172214	3866589
1066	172365	3866180
1067	172517	3865817
1068	172702	3866187
1069	172846	3865622
1070	173008	3865465
1071	173156	3864998
1072	173308	3864636
1073	173466	3864404
1074	173648	3864678
1075	173798	3864277
1076	173945	3863797
1077	174110	3863692
1078	174254	3863157
1079	174411	3862886
1080	174589	3863094
1081	174737	3862644
1082	174884	3862145
1083	175037	3861812
1084	175200	3861682
1085	175353	3861334
1086	175540	3861730
1087	175684	3861177
1088	175838	3860855
1089	175984	3860357
1090	176135	3859972
1091	176294	3859746
1092	176481	3860140
1093	176626	3859631
1094	176777	3859231
1095	176924	3858767
1096	177065	3858145
1097	177230	3858083
1098	177422	3858585
1099	177569	3858093
1100	177719	3857683
1101	177864	3857174
1102	178013	3856740
1103	178157	3856204
1104	178365	3857058
1105	178514	3856626
1106	178659	3856100
1107	178798	3855456
1108	178937	3854822
1109	179086	3854400
1110	179269	3854706
1111	179438	3854709
1112	179594	3854422
1113	179746	3854057
1114	179899	3853712
1115	180041	3853155
1116	180223	3853437
1117	180389	3853362
1118	180537	3852929
1119	180684	3852452
1120	180838	3852133
1121	180985	3851657
1122	181171	3852024
1123	181332	3851868
1124	181514	3852142
1125	181669	3851842
1126	181818	3851428
1127	181967	3851007
1128	182149	3851277
1129	182301	3850918
1130	182451	3850507
1131	182615	3850404
1132	182763	3849971
1133	182915	3849607
1134	183099	3849933
1135	183251	3849566
1136	183410	3849355
1137	183575	3849284
1138	183726	3848894
1139	183873	3848442
1140	184048	3848555
1141	184199	3848190
1142	184354	3847887
1143	184504	3847491
1144	184677	3847592
1145	184834	3847329
1146	185020	3847684
1147	185175	3847390
1148	185342	3847359
1149	185490	3846903
1150	185635	3846409
1151	185802	3846372
1152	185993	3846829
1153	186140	3846370
1154	186307	3846313
1155	186456	3845900
1156	186599	3845379
1157	186771	3845426
1158	186944	3845499
1159	187094	3845106
1160	187248	3844794
1161	187401	3844476
1162	187550	3844069
1163	187701	3843681
1164	187884	3843961
1165	188033	3843557
1166	188178	3843060
1167	188333	3842787
1168	188487	3842460
1169	188637	3842071
1170	188808	3842120
1171	188961	3841797
1172	189107	3841308
1173	189254	3840874
1174	189398	3840365
1175	189559	3840193
1176	189745	3840534
1177	189888	3840012
1178	190039	3839639
1179	190190	3839265
1180	190327	3838613
1181	190472	3838141
1182	190669	3838703
1183	190822	3838374
1184	190968	3837901
1185	191110	3837359
1186	191259	3836956
1187	191411	3836611
1188	191615	3837305
1189	191776	3837150
1190	191938	3837003
1191	192087	3836593
1192	192239	3836255
1193	192391	3835915
1194	192576	3836212
1195	192739	3836097
1196	192889	3835709
1197	193040	3835357
1198	193189	3834955
1199	193332	3834430
1200	193519	3834771
1201	193660	3834220
1202	193837	3834363
1203	193987	3833986
1204	194133	3833529
1205	194286	3833204
1206	194470	3833495
1207	194617	3833071
1208	194768	3832701
1209	194957	3833082
1210	195113	3832833
1211	195265	3832483
1212	195446	3832717
1213	195598	3832384
1214	195745	3831941
1215	195906	3831768
1216	196081	3831886
1217	196262	3832122
1218	196443	3832340
1219	196589	3831883
1220	196741	3831544
1221	196911	3831550
1222	197073	3831404
1223	197230	3831171
1224	197414	3831449
1225	197564	3831084
1226	197713	3830671
1227	197867	3830372
1228	198040	3830444
1229	198189	3830054
1230	198372	3830305
1231	198520	3829903
1232	198668	3829476
1233	198817	3829097
1234	198972	3828810
1235	199142	3828817
1236	199335	3829272
1237	199486	3828910
1238	199635	3828520
1239	199791	3828267
1240	199951	3828080
1241	200101	3827701
1242	200296	3828186
1243	200447	3827833
1244	200599	3827505
1245	200744	3827030
1246	200892	3826615
1247	201046	3826327
1248	201254	3827050
1249	201404	3826690
1250	201555	3826325
1251	201705	3825961
1252	201861	3825700
1253	202010	3825320
1254	202199	3825681
1255	202365	3825602
1256	202508	3825102
1257	202654	3824661
1258	202792	3824071
1259	202954	3823913
1260	203132	3824085
1261	203288	3823815
1262	203453	3823742
1263	203603	3823370
1264	203749	3822927
1265	203923	3823005
1266	204112	3823363
1267	204259	3822946
1268	204415	3822682
1269	204569	3822395
1270	204718	3821996
1271	204878	3821819
1272	205070	3822242
1273	205222	3821904
1274	205378	3821657
1275	205532	3821360
1276	205682	3820990
1277	205842	3820804
1278	206042	3821365
1279	206189	3820956
1280	206339	3820590
1281	206504	3820501
1282	206649	3820035
1283	206801	3819699
1284	206984	3819943
1285	207144	3819764
1286	207293	3819386
1287	207448	3819119
1288	207588	3818558
1289	207736	3818168
1290	207922	3818454
1291	208075	3818159
1292	208228	3817842
1293	208375	3817418
1294	208524	3817050
1295	208685	3816883
1296	208872	3817203
1297	209019	3816781
1298	209190	3816805
1299	209334	3816328
1300	209496	3816185
1301	209651	3815922
1302	209838	3816221
1303	209992	3815931
1304	210149	3815708
1305	210315	3815630
1306	210463	3815241
1307	210628	3815151
1308	210813	3815414
1309	210958	3814969
1310	211104	3814536
1311	211269	3814447
1312	211419	3814088
1313	211570	3813742
1314	211751	3813946
1315	211904	3813636
1316	212054	3813279
1317	212195	3812752
1318	212361	3812686
1319	212520	3812483
1320	212698	3812630
1321	212846	3812239
1322	212999	3811939
1323	213146	3811517
1324	213298	3811200
1325	213474	3811307
1326	213653	3811465
1327	213799	3811039
1328	213951	3810711
1329	214093	3810219
1330	214242	3809844
1331	214428	3810133
1332	214613	3810392
1333	214761	3809996
1334	214910	3809638
1335	215062	3809304
1336	215211	3808933
1337	215360	3808569
1338	215562	3809131
1339	215710	3808733
1340	215869	3808542
1341	216024	3808272
1342	216166	3807784
1343	216315	3807407
1344	216503	3807727
1345	216658	3807458
1346	216812	3807168
1347	216966	3806899
1348	217113	3806485
1349	217274	3806333
1350	217481	3806964
1351	217663	3807180
1352	217821	3806962
1353	217979	3806760
1354	218132	3806449
1355	218283	3806116
1356	218483	3806638
1357	218655	3806659
1358	218813	3806454
1359	218971	3806236
1360	219131	3806068
1361	219294	3805938
1362	219491	3806397
1363	219651	3806216
1364	219833	3806420
1365	220081	3807756
1366	220251	3807759
1367	220415	3807644
1368	220597	3807843
1369	220761	3807737
1370	220925	3807621
1371	221074	3807247
1372	221217	3806774
1373	221369	3806459
1374	221560	3806813
1375	221711	3806479
1376	221867	3806231
1377	222009	3805737
1378	222151	3805255
1379	222293	3804769
1380	222487	3805170
1381	222634	3804756
1382	222778	3804306
1383	222933	3804041
1384	223077	3803589
1385	223222	3803149
1386	223354	3802506
1387	223510	3802256
1388	223664	3801975
1389	223823	3801776
1390	223979	3801536
1391	224129	3801177
1392	224311	3801386
1393	224481	3801370
1394	224637	3801123
1395	224802	3801026
1396	224990	3801329
1397	225161	3801326
1398	225369	3801956
1399	225536	3801896
1400	225686	3801549
1401	225833	3801157
1402	225974	3800656
1403	226138	3800548
1404	226322	3800769
1405	226485	3800632
1406	226640	3800377
1407	226785	3799945
1408	226930	3799516
1409	227126	3799945
1410	227345	3800742
1411	227540	3801155
1412	227698	3800932
1413	227844	3800530
1414	227990	3800104
1415	228157	3800049
1416	228341	3800261
1417	228492	3799942
1418	228631	3799415
1419	228788	3799173
1420	228954	3799097
1421	229116	3798958
1422	229306	3799263
1423	229464	3799056
1424	229619	3798784
1425	229767	3798419
1426	229937	3798392
1427	230086	3798039
1428	230269	3798234
1429	230420	3797902
1430	230572	3797594
1431	230724	3797287
1432	230877	3796997
1433	231047	3796977
1434	231225	3797091
1435	231370	3796663
1436	231517	3796268
1437	231660	3795823
1438	231800	3795316
1439	231950	3794967
1440	232145	3795363
1441	232285	3794850
1442	232424	3794338
1443	232572	3793956
1444	232714	3793493
1445	232857	3793036
1446	233047	3793340
1447	233204	3793117
1448	233347	3792668
1449	233490	3792209
1450	233639	3791859
1451	233785	3791443
1452	233949	3791335
1453	234093	3790893
1454	234260	3790840
1455	234410	3790495
1456	234558	3790122
1457	234716	3789919
1458	234898	3790097
1459	235049	3789765
1460	235214	3789668
1461	235364	3789333
1462	235518	3789058
1463	235669	3788743
1464	235849	3788889
1465	235987	3788352
1466	236180	3788701
1467	236362	3788879
1468	236525	3788749
1469	236684	3788560
1470	236869	3788788
1471	237020	3788463
1472	237166	3788061
1473	237306	3787571
1474	237467	3787397
1475	237610	3786961
1476	237785	3787027
1477	237932	3786639
1478	238086	3786360
1479	238229	3785919
1480	238373	3785484
1481	238541	3785438
1482	238732	3785757
1483	238884	3785457
1484	239042	3785241
1485	239188	3784837
1486	239332	3784407
1487	239498	3784338
1488	239688	3784630
1489	239840	3784330
1490	239990	3784001
1491	240151	3783836
1492	240295	3783402
1493	240445	3783072
1494	240666	3783849
1495	240834	3783799
1496	241094	3785191
