iter	Passed	Remaining
1497	241327	3786160
1498	241528	3786624
1499	241832	3788702
1500	242068	3789716
1501	242254	3789948
1502	242540	3791729
1503	242726	3791951
1504	242896	3791933
1505	243062	3791837
1506	243246	3792033
1507	243387	3791543
1508	243542	3791295
1509	243686	3790863
1510	243856	3790830
1511	244026	3790800
1512	244207	3790952
1513	244356	3790594
1514	244504	3790229
1515	244657	3789928
1516	244804	3789544
1517	244969	3789448
1518	245156	3789669
1519	245345	3789942
1520	245503	3789722
1521	245658	3789474
1522	245845	3789698
1523	246034	3789969
1524	246243	3790539
1525	246417	3790562
1526	246583	3790471
1527	246758	3790523
1528	246925	3790444
1529	247108	3790607
1530	247297	3790878
1531	247447	3790529
1532	247596	3790181
1533	247743	3789796
1534	247893	3789465
1535	248062	3789405
1536	248253	3789700
1537	248397	3789266
1538	248553	3789025
1539	248700	3788640
1540	248848	3788271
1541	248993	3787866
1542	249209	3788538
1543	249361	3788228
1544	249513	3787914
1545	249663	3787582
1546	249810	3787208
1547	249961	3786880
1548	250170	3787447
1549	250330	3787254
1550	250473	3786823
1551	250624	3786489
1552	250773	3786148
1553	250921	3785782
1554	251119	3786177
1555	251284	3786057
1556	251505	3786799
1557	251659	3786524
1558	251817	3786314
1559	252002	3786505
1560	252238	3787454
1561	252404	3787361
1562	252555	3787035
1563	252709	3786762
1564	252861	3786460
1565	253015	3786184
1566	253207	3786476
1567	253373	3786384
1568	253529	3786130
1569	253675	3785741
1570	253826	3785423
1571	253979	3785129
1572	254172	3785444
1573	254323	3785127
1574	254493	3785091
1575	254645	3784780
1576	254797	3784473
1577	254950	3784192
1578	255137	3784403
1579	255333	3784752
1580	255509	3784807
1581	255676	3784730
1582	255832	3784484
1583	256001	3784419
1584	256238	3785383
1585	256410	3785369
1586	256603	3785664
1587	256774	3785645
1588	256937	3785508
1589	257115	3785581
1590	257325	3786127
1591	257482	3785895
1592	257647	3785791
1593	257804	3785554
1594	257960	3785303
1595	258110	3784977
1596	258300	3785219
1597	258453	3784939
1598	258613	3784745
1599	258773	3784569
1600	258919	3784166
1601	259088	3784116
1602	259285	3784465
1603	259434	3784119
1604	259588	3783844
1605	259753	3783725
1606	259910	3783495
1607	260079	3783445
1608	260270	3783702
1609	260463	3784005
1610	260610	3783619
1611	260765	3783363
1612	260932	3783284
1613	261093	3783110
1614	261274	3783227
1615	261424	3782884
1616	261584	3782707
1617	261737	3782419
1618	261892	3782149
1619	262049	3781917
1620	262234	3782096
1621	262384	3781768
1622	262534	3781434
1623	262685	3781116
1624	262848	3780977
1625	263014	3780872
1626	263207	3781155
1627	263356	3780814
1628	263504	3780451
1629	263651	3780077
1630	263810	3779884
1631	263967	3779659
1632	264157	3779889
1633	264313	3779655
1634	264467	3779371
1635	264610	3778949
1636	264757	3778576
1637	264915	3778355
1638	265111	3778694
1639	265263	3778394
1640	265421	3778173
1641	265566	3777775
1642	265713	3777397
1643	265863	3777075
1644	266060	3777407
1645	266214	3777140
1646	266362	3776788
1647	266514	3776486
1648	266661	3776111
1649	266814	3775828
1650	267001	3776024
1651	267168	3775933
1652	267320	3775639
1653	267470	3775306
1654	267614	3774900
1655	267764	3774571
1656	267952	3774786
1657	268114	3774626
1658	268272	3774408
1659	268423	3774094
1660	268573	3773768
1661	268726	3773492
1662	268908	3773618
1663	269060	3773309
1664	269228	3773235
1665	269373	3772850
1666	269534	3772671
1667	269688	3772409
1668	269870	3772523
1669	270026	3772289
1670	270177	3771972
1671	270344	3771893
1672	270496	3771591
1673	270645	3771255
1674	270827	3771378
1675	270976	3771033
1676	271137	3770861
1677	271292	3770613
1678	271445	3770333
1679	271600	3770075
1680	271784	3770227
1681	271940	3769977
1682	272092	3769688
1683	272242	3769364
1684	272416	3769374
1685	272563	3769002
1686	272749	3769177
1687	272899	3768859
1688	273056	3768632
1689	273207	3768326
1690	273363	3768085
1691	273519	3767850
1692	273706	3768028
1693	273856	3767703
1694	274018	3767556
1695	274166	3767204
1696	274313	3766837
1697	274474	3766666
1698	274665	3766907
1699	274814	3766581
1700	274979	3766457
1701	275131	3766161
1702	275286	3765908
1703	275448	3765758
1704	275641	3766021
1705	275796	3765775
1706	275953	3765544
1707	276111	3765334
1708	276258	3764975
1709	276410	3764685
1710	276613	3765079
1711	276768	3764821
1712	276922	3764561
1713	277073	3764260
1714	277217	3763859
1715	277376	3763657
1716	277564	3763850
1717	277728	3763724
1718	277875	3763368
1719	278032	3763140
1720	278181	3762801
1721	278339	3762600
1722	278515	3762625
1723	278680	3762510
1724	278838	3762301
1725	278993	3762047
1726	279142	3761714
1727	279292	3761393
1728	279484	3761648
1729	279650	3761537
1730	279804	3761281
1731	279953	3760950
1732	280099	3760568
1733	280248	3760242
1734	280436	3760440
1735	280588	3760143
1736	280753	3760030
1737	280910	3759809
1738	281071	3759639
1739	281228	3759404
1740	281414	3759575
1741	281565	3759274
1742	281721	3759034
1743	281881	3758848
1744	282039	3758637
1745	282192	3758363
1746	282375	3758490
1747	282516	3758048
1748	282669	3757777
1749	282828	3757580
1750	283004	3757613
1751	283154	3757291
1752	283343	3757487
1753	283493	3757176
1754	283639	3756811
1755	283724	3755628
1756	283880	3755403
1757	284049	3755340
1758	284233	3755467
1759	284380	3755121
1760	284527	3754758
1761	284681	3754495
1762	284835	3754242
1763	285014	3754302
1764	285211	3754609
1765	285359	3754273
1766	285510	3753972
1767	285658	3753626
1768	285813	3753384
1769	285981	3753306
1770	286176	3753584
1771	286323	3753231
1772	286470	3752881
1773	286620	3752568
1774	286775	3752313
1775	286925	3752003
1776	287128	3752381
1777	287277	3752055
1778	287424	3751709
1779	287579	3751457
1780	287726	3751101
1781	287878	3750824
1782	288082	3751209
1783	288241	3751019
1784	288391	3750709
1785	288536	3750327
1786	288686	3750019
1787	288857	3749978
1788	289051	3750241
1789	289223	3750216
1790	289386	3750063
1791	289532	3749705
1792	289680	3749365
1793	289834	3749101
1794	290013	3749169
1795	290166	3748903
1796	290335	3748831
1797	290490	3748583
1798	290636	3748220
1799	290782	3747866
1800	290973	3748079
1801	291123	3747764
1802	291297	3747773
1803	291457	3747591
1804	291614	3747364
1805	291765	3747064
1806	291967	3747432
1807	292115	3747097
1808	292285	3747044
1809	292457	3747004
1810	292608	3746717
1811	292766	3746502
1812	292961	3746775
1813	293113	3746489
1814	293266	3746220
1815	293436	3746161
1816	293599	3746013
1817	293757	3745811
1818	293950	3746055
1819	294102	3745772
1820	294250	3745437
1821	294402	3745150
1822	294563	3744980
1823	294712	3744654
1824	294902	3744854
1825	295056	3744601
1826	295212	3744364
1827	295352	3743928
1828	295520	3743846
1829	295670	3743543
1830	295857	3743700
1831	296025	3743621
1832	296190	3743505
1833	296358	3743430
1834	296533	3743434
1835	296707	3743428
1836	296910	3743793
1837	297067	3743566
1838	297226	3743372
1839	297382	3743140
1840	297554	3743114
1841	297713	3742914
1842	297902	3743102
1843	298066	3742959
1844	298217	3742666
1845	298373	3742432
1846	298521	3742107
1847	298692	3742055
1848	298889	3742348
1849	299050	3742170
1850	299198	3741840
1851	299350	3741562
1852	299498	3741221
1853	299659	3741051
1854	299851	3741272
1855	300007	3741039
1856	300170	3740896
1857	300318	3740564
1858	300471	3740301
1859	300629	3740086
1860	300824	3740345
1861	300983	3740149
1862	301134	3739858
1863	301284	3739554
1864	301432	3739220
1865	301586	3738961
1866	301788	3739305
1867	301954	3739189
1868	302114	3739005
1869	302263	3738693
1870	302411	3738365
1871	302573	3738200
1872	302766	3738431
1873	302931	3738313
1874	303089	3738101
1875	303236	3737759
1876	303382	3737402
1877	303531	3737095
1878	303715	3737203
1879	303892	3737228
1880	304049	3737014
1881	304206	3736799
1882	304357	3736507
1883	304512	3736257
1884	304706	3736494
1885	304873	3736396
1886	305040	3736307
1887	305198	3736090
1888	305351	3735828
1889	305505	3735570
1890	305687	3735659
1891	305846	3735463
1892	306010	3735335
1893	306162	3735056
1894	306316	3734800
1895	306466	3734497
1896	306654	3734657
1897	306829	3734654
1898	306999	3734590
1899	307170	3734542
1900	307333	3734402
1901	307488	3734156
1902	307682	3734386
1903	307937	3735359
1904	308130	3735573
1905	308295	3735449
1906	308451	3735227
1907	308604	3734960
1908	308787	3735049
1909	308937	3734745
1910	309094	3734525
1911	309248	3734275
1912	309401	3734005
1913	309559	3733804
1914	309749	3733976
1915	309903	3733722
1916	310062	3733525
1917	310206	3733148
1918	310403	3733411
1919	310566	3733265
1920	310754	3733419
1921	310914	3733239
1922	311076	3733082
1923	311235	3732887
1924	311389	3732624
1925	311530	3732225
1926	311720	3732397
1927	311876	3732161
1928	312025	3731855
1929	312184	3731660
1930	312341	3731443
1931	312490	3731124
1932	312682	3731321
1933	312842	3731140
1934	312990	3730808
1935	313143	3730552
1936	313302	3730352
1937	313468	3730241
1938	313651	3730337
1939	313806	3730090
1940	313948	3729694
1941	314096	3729373
1942	314250	3729113
1943	314402	3728841
1944	314594	3729040
1945	314742	3728707
1946	314895	3728447
1947	315058	3728300
1948	315206	3727975
1949	315355	3727669
1950	315547	3727863
1951	315700	3727597
1952	315855	3727352
1953	316007	3727079
1954	316158	3726790
1955	316310	3726515
1956	316509	3726786
1957	316689	3726837
1958	316872	3726928
1959	317114	3727712
1960	317357	3728508
1961	317588	3729155
1962	317957	3731426
1963	318166	3731815
1964	318487	3733520
1965	318731	3734319
1966	318988	3735266
1967	319177	3735412
1968	319390	3735843
1969	319543	3735581
1970	319701	3735362
1971	319865	3735221
1972	320010	3734858
1973	320163	3734591
1974	320429	3735642
1975	320577	3735308
1976	320729	3735034
1977	320892	3734879
1978	321048	3734639
1979	321204	3734412
1980	321395	3734584
1981	321543	3734246
1982	321689	3733901
1983	321859	3733831
1984	322007	3733504
1985	322149	3733104
1986	322327	3733131
1987	322484	3732909
1988	322639	3732658
1989	322810	3732601
1990	322997	3732720
1991	323227	3733345
1992	323414	3733470
1993	323561	3733123
1994	323704	3732745
1995	323858	3732481
1996	324021	3732328
1997	324163	3731939
1998	324349	3732049
1999	324507	3731836
2000	324665	3731627
2001	324825	3731438
2002	325010	3731535
2003	325166	3731304
2004	325359	3731490
2005	325519	3731309
2006	325674	3731052
2007	325820	3730704
2008	325968	3730378
2009	326159	3730554
2010	326379	3731045
2011	326657	3732203
2012	326876	3732691
2013	327052	3732687
2014	327358	3734155
2015	327568	3734541
2016	327861	3735860
2017	328084	3736389
2018	328289	3736711
2019	328446	3736488
2020	328606	3736296
2021	328773	3736182
2022	328963	3736328
2023	329115	3736041
2024	329278	3735887
2025	329439	3735711
2026	329593	3735445
2027	329751	3735237
2028	329955	3735541
2029	330168	3735947
2030	330348	3735983
2031	330516	3735874
2032	330679	3735723
2033	330848	3735628
2034	331044	3735836
2035	331227	3735911
2036	331390	3735745
2037	331563	3735697
2038	331720	3735478
2039	331904	3735554
2040	332156	3736394
2041	332347	3736549
2042	332528	3736589
2043	332686	3736376
2044	332849	3736210
2045	333033	3736289
2046	333221	3736407
2047	333379	3736198
2048	333553	3736162
2049	333723	3736078
2050	333921	3736307
2051	334093	3736251
2052	334293	3736496
2053	334463	3736415
2054	334717	3737266
2055	334887	3737185
2056	335046	3736981
2057	335216	3736901
2058	335411	3737091
2059	335567	3736852
2060	335740	3736798
2061	335926	3736895
2062	336125	3737137
2063	336284	3736931
2064	336475	3737081
2065	336619	3736708
2066	336809	3736842
2067	337065	3737713
2068	337257	3737867
2069	337465	3738205
2070	337665	3738450
2071	337837	3738387
2072	338016	3738400
2073	338173	3738166
2074	338335	3737998
2075	338498	3737830
2076	338697	3738067
2077	338878	3738101
2078	339049	3738022
2079	339219	3737937
2080	339387	3737833
2081	339549	3737651
2082	339746	3737865
2083	339923	3737851
2084	340090	3737730
2085	340269	3737739
2086	340425	3737502
2087	340588	3737336
2088	340810	3737826
2089	340972	3737645
2090	341131	3737436
2091	341312	3737465
2092	341468	3737232
2093	341624	3736987
2094	341829	3737277
2095	342079	3738067
2096	342276	3738272
2097	342446	3738183
2098	342617	3738108
2099	342764	3737765
2100	342961	3737970
2101	343102	3737563
2102	343249	3737223
2103	343405	3736985
2104	343554	3736666
2105	343714	3736470
2106	343903	3736586
2107	344054	3736289
2108	344201	3735953
2109	344345	3735575
2110	344559	3735960
2111	344761	3736218
2112	345038	3737290
2113	345236	3737498
2114	345413	3737487
2115	345573	3737289
2116	345719	3736935
2117	345887	3736830
2118	346069	3736859
2119	346222	3736589
2120	346377	3736336
2121	346556	3736338
2122	346729	3736279
2123	346929	3736510
2124	347138	3736839
2125	347409	3737842
2126	347682	3738853
2127	347944	3739748
2128	348212	3740711
2129	348414	3740954
2130	348609	3741128
2131	348864	3741944
2132	349080	3742347
2133	349321	3743012
2134	349485	3742845
2135	349652	3742717
2136	349859	3743017
2137	350047	3743120
2138	350212	3742967
2139	350367	3742714
2140	350524	3742470
2141	350679	3742219
2142	350887	3742527
2143	351064	3742500
2144	351227	3742337
2145	351387	3742133
2146	351539	3741838
2147	351701	3741662
2148	351904	3741912
2149	352067	3741742
2150	352255	3741837
2151	352445	3741946
2152	352663	3742358
2153	352875	3742709
2154	353075	3742929
2155	353278	3743184
2156	353445	3743049
2157	353600	3742787
2158	353758	3742567
2159	353919	3742366
2160	354118	3742574
2161	354295	3742551
2162	354451	3742308
2163	354606	3742049
2164	354757	3741753
2165	354925	3741634
2166	355111	3741697
2167	355267	3741456
2168	355435	3741331
2169	355584	3741012
2170	355727	3740627
2171	355896	3740513
2172	356083	3740593
2173	356241	3740372
2174	356409	3740254
2175	356556	3739911
2176	356707	3739612
2177	356867	3739406
2178	357050	3739443
2179	357202	3739156
2180	357358	3738907
2181	357525	3738779
2182	357741	3739159
2183	357958	3739548
2184	358157	3739755
2185	358318	3739557
2186	358469	3739263
2187	358648	3739255
2188	358815	3739119
2189	358974	3738903
2190	359159	3738961
2191	359329	3738866
2192	359479	3738557
2193	359632	3738277
2194	359778	3737927
2195	359927	3737610
2196	360184	3738413
2197	360362	3738389
2198	360531	3738283
2199	360733	3738505
2200	360888	3738257
2201	361036	3737928
2202	361249	3738265
2203	361409	3738066
2204	361564	3737808
2205	361809	3738477
2206	361962	3738203
2207	362116	3737934
2208	362310	3738080
2209	362455	3737723
2210	362620	3737567
2211	362808	3737653
2212	362969	3737458
2213	363124	3737199
2214	363332	3737481
2215	363500	3737364
2216	363654	3737093
2217	363896	3737733
2218	364082	3737793
2219	364247	3737641
2220	364489	3738271
2221	364671	3738293
2222	364835	3738130
2223	365055	3738533
2224	365212	3738299
2225	365383	3738203
2226	365577	3738346
2227	365732	3738086
2228	365892	3737877
2229	366050	3737656
2230	366319	3738562
2231	366487	3738438
2232	366686	3738621
2233	366839	3738349
2234	366984	3737989
2235	367123	3737567
2236	367287	3737396
2237	367436	3737078
2238	367615	3737070
2239	367763	3736736
2240	367907	3736366
2241	368052	3736012
2242	368196	3735647
2243	368354	3735414
2244	368535	3735424
2245	368678	3735041
2246	368830	3734761
2247	368973	3734378
2248	369116	3734003
2249	369265	3733682
2250	369440	3733630
2251	369596	3733381
2252	369743	3733046
2253	369897	3732783
2254	370041	3732409
2255	370190	3732096
2256	370379	3732181
2257	370519	3731776
2258	370671	3731496
2259	370826	3731236
2260	370987	3731037
2261	371365	3733022
2262	371662	3734199
2263	371856	3734336
2264	372007	3734034
2265	372165	3733807
2266	372361	3733967
2267	372610	3734643
2268	372824	3734983
2269	373000	3734929
2270	373174	3734864
2271	373336	3734683
2272	373555	3735064
2273	373742	3735126
2274	373940	3735297
2275	374095	3735042
2276	374240	3734677
2277	374378	3734257
2278	374517	3733837
2279	374684	3733696
2280	374881	3733863
2281	375028	3733526
2282	375180	3733236
2283	375353	3733156
2284	375495	3732766
2285	375642	3732436
2286	375871	3732910
2287	376018	3732573
2288	376209	3732679
2289	376397	3732747
2290	376584	3732804
2291	376734	3732502
2292	377164	3734963
2293	377352	3735031
2294	377511	3734819
2295	377656	3734452
2296	377805	3734140
2297	377956	3733838
2298	378171	3734178
2299	378326	3733918
2300	378470	3733556
2301	378615	3733198
2302	378761	3732848
2303	378904	3732472
2304	379237	3733964
2305	379450	3734275
2306	379770	3735645
2307	380116	3737265
2308	380330	3737584
2309	380533	3737790
2310	380772	3738358
2311	380979	3738604
2312	381187	3738865
2313	381376	3738943
2314	381870	3742004
2315	382240	3743845
2316	382550	3745097
2317	382811	3745873
2318	383031	3746247
2319	383245	3746554
2320	383439	3746674
2321	383666	3747107
2322	383988	3748475
2323	384259	3749336
2324	384750	3752349
2325	385020	3753205
2326	385302	3754171
2327	385635	3755642
2328	386138	3758756
2329	386431	3759830
2330	386719	3760850
2331	386972	3761533
2332	387219	3762154
2333	387474	3762855
2334	387727	3763534
2335	387947	3763884
2336	388196	3764523
2337	388422	3764940
2338	388715	3765999
2339	389095	3767910
2340	389364	3768738
2341	389583	3769076
2342	389819	3769590
2343	390060	3770138
2344	390222	3769934
2345	390385	3769728
2346	390612	3770152
2347	390784	3770037
2348	390939	3769757
2349	391139	3769920
2350	391565	3772254
2351	391781	3772561
2352	391989	3772795
2353	392152	3772594
2354	392322	3772458
2355	392486	3772265
2356	392638	3771960
2357	392832	3772055
2358	393044	3772326
2359	393217	3772225
2360	393383	3772049
2361	393546	3771851
2362	393701	3771574
2363	393877	3771493
2364	394079	3771669
2365	394254	3771581
2366	394425	3771452
2367	394586	3771238
2368	394742	3770966
2369	394903	3770740
2370	395104	3770909
2371	395266	3770698
2372	395416	3770367
2373	395581	3770185
2374	395731	3769865
2375	395881	3769535
2376	396098	3769853
2377	396224	3769299
2378	396453	3769720
2379	396660	3769936
2380	396814	3769652
2381	396975	3769433
2382	397199	3769813
2383	397361	3769602
2384	397530	3769454
2385	397679	3769120
2386	397813	3768648
2387	397962	3768312
2388	398156	3768401
2389	398324	3768251
2390	398475	3767932
2391	398646	3767805
2392	398804	3767561
2393	398965	3767345
2394	399151	3767360
2395	399320	3767212
2396	399596	3768075
2397	399788	3768152
2398	399983	3768245
2399	400162	3768195
2400	400371	3768432
2401	400535	3768236
2402	400703	3768081
2403	400854	3767769
2404	401020	3767595
2405	401200	3767552
2406	401408	3767766
2407	401592	3767766
2408	401752	3767535
2409	401929	3767466
2410	402123	3767554
2411	402301	3767487
2412	402654	3769070
2413	402826	3768949
2414	403002	3768866
2415	403158	3768598
2416	403328	3768463
2417	403487	3768219
2418	403704	3768522
2419	403852	3768173
2420	404014	3767968
2421	404187	3767859
2422	404347	3767621
2423	404507	3767396
2424	404736	3767802
2425	404916	3767763
2426	405082	3767586
2427	405244	3767367
2428	405397	3767074
2429	405592	3767170
2430	405806	3767436
2431	405988	3767416
2432	406135	3767065
2433	406293	3766807
2434	406452	3766569
2435	406616	3766373
2436	406808	3766446
2437	406980	3766322
2438	407139	3766077
2439	407291	3765776
2440	407439	3765435
2441	407621	3765410
2442	407795	3765306
2443	407931	3764858
2444	408108	3764775
2445	408255	3764427
2446	408403	3764091
2447	408554	3763776
2448	408778	3764132
2449	408974	3764237
2450	409149	3764140
2451	409344	3764229
2452	409543	3764361
2453	409749	3764555
2454	409977	3764948
2455	410161	3764936
2456	410328	3764764
2457	410488	3764536
2458	410647	3764298
2459	410786	3763870
2460	410980	3763957
2461	411135	3763680
2462	411312	3763597
2463	411468	3763329
2464	411623	3763057
2465	411776	3762761
2466	411990	3763028
2467	412154	3762833
2468	412337	3762810
2469	412484	3762459
2470	412637	3762161
2471	412794	3761904
2472	412999	3762085
2473	413157	3761833
2474	413316	3761594
2475	413479	3761392
2476	413631	3761089
2477	413781	3760772
2478	413965	3760755
2479	414119	3760474
2480	414265	3760117
2481	414427	3759900
2482	414598	3759768
2483	414754	3759508
2484	414955	3759644
2485	415127	3759522
2486	415282	3759250
2487	415437	3758970
2488	415606	3758825
2489	415757	3758515
2490	415950	3758579
2491	416112	3758374
2492	416267	3758093
2493	416416	3757768
2494	416585	3757617
2495	416755	3757474
2496	416938	3757453
2497	417090	3757157
2498	417250	3756922
2499	417396	3756571
2500	417562	3756388
2501	417726	3756200
2502	417910	3756190
2503	418090	3756138
2504	418278	3756159
2505	418435	3755898
2506	418596	3755679
2507	418807	3755912
2508	418990	3755880
2509	419147	3755626
2510	419314	3755460
2511	419485	3755329
2512	419653	3755168
2513	419823	3755032
2514	420061	3755498
2515	420231	3755355
2516	420434	3755509
2517	420661	3755881
2518	420883	3756206
2519	421072	3756238
2520	421281	3756439
2521	421467	3756444
2522	421647	3756393
2523	421863	3756654
2524	422090	3757027
2525	422276	3757026
2526	422539	3757709
2527	422747	3757903
2528	422926	3757838
2529	423095	3757691
2530	423431	3759021
2531	423668	3759473
2532	423901	3759884
2533	424135	3760307
2534	424372	3760759
2535	424701	3762026
2536	424962	3762683
2537	425179	3762958
2538	425410	3763353
2539	425602	3763397
2540	425773	3763264
2541	425926	3762965
2542	426103	3762882
2543	426279	3762785
2544	426469	3762819
2545	426630	3762589
2546	426780	3762266
2547	426933	3761976
2548	427086	3761682
2549	427255	3761520
2550	427460	3761688
2551	427637	3761605
2552	427794	3761340
2553	427979	3761327
2554	428125	3760967
2555	428273	3760633
2556	428468	3760706
2557	428643	3760602
2558	428803	3760369
2559	429005	3760505
2560	429184	3760436
2561	429396	3760653
2562	429628	3761050
2563	429809	3761000
2564	429973	3760804
2565	430144	3760665
2566	430343	3760765
2567	430541	3760865
2568	430757	3761121
2569	430943	3761117
2570	431160	3761379
2571	431320	3761140
2572	431477	3760882
2573	431639	3760667
2574	431835	3760740
2575	432177	3762091
2576	432461	3762936
2577	432618	3762676
2578	432774	3762404
2579	432957	3762368
2580	433153	3762444
2581	433320	3762265
2582	433473	3761974
2583	433626	3761676
2584	433777	3761362
2585	433909	3760887
2586	434119	3761082
2587	434271	3760775
2588	434413	3760390
2589	434555	3759996
2590	434707	3759693
2591	434908	3759813
2592	435149	3760273
2593	435307	3760021
2594	435534	3760370
2595	435691	3760106
2596	435881	3760124
2597	436079	3760222
2598	436366	3761082
2599	436569	3761213
2600	436727	3760957
2601	436910	3760926
2602	437104	3760979
2603	437285	3760923
2604	437492	3761092
2605	437651	3760847
2606	437798	3760497
2607	437942	3760126
2608	438094	3759823
2609	438273	3759750
2610	438535	3760383
2611	438765	3760748
2612	438942	3760657
2613	439111	3760498
2614	439264	3760201
2615	439446	3760159
2616	439659	3760377
2617	439810	3760060
2618	439985	3759949
2619	440132	3759605
2620	440286	3759317
2621	440439	3759021
2622	440644	3759168
2623	440805	3758945
2624	440958	3758646
2625	441110	3758338
2626	441268	3758088
2627	441445	3758000
2628	441714	3758691
2629	441916	3758807
2630	442141	3759123
2631	442347	3759282
2632	442531	3759249
2633	442726	3759308
2634	442955	3759654
2635	443106	3759342
2636	443254	3759010
2637	443406	3758698
2638	443563	3758443
2639	443715	3758135
2640	443960	3758618
2641	444136	3758521
2642	444297	3758292
2643	444440	3757909
2644	444598	3757652
2645	444748	3757338
2646	444946	3757416
2647	445111	3757226
2648	445270	3756979
2649	445422	3756678
2650	445565	3756300
2651	445713	3755963
2652	445895	3755907
2653	446054	3755662
2654	446219	3755472
2655	446368	3755138
2656	446525	3754878
2657	446682	3754619
2658	446901	3754876
2659	447059	3754627
2660	447226	3754450
2661	447377	3754137
2662	447539	3753918
2663	447689	3753605
2664	447881	3753633
2665	448043	3753416
2666	448230	3753406
2667	448362	3752935
2668	448511	3752611
2669	448664	3752313
2670	448843	3752241
2671	448992	3751910
2672	449152	3751673
2673	449330	3751588
2674	449490	3751359
2675	449648	3751099
2676	449850	3751216
2677	450015	3751026
2678	450162	3750683
2679	450327	3750490
2680	450485	3750240
2681	450644	3749990
2682	450815	3749848
2683	450969	3749563
2684	451118	3749236
2685	451266	3748902
2686	451440	3748784
2687	451580	3748384
2688	451734	3748105
2689	451979	3748574
2690	452131	3748272
2691	452294	3748058
2692	452459	3747871
2693	452619	3747639
2694	452786	3747458
2695	453006	3747717
2696	453161	3747447
2697	453318	3747186
2698	453490	3747051
2699	453630	3746655
2700	453790	3746418
2701	453979	3746424
2702	454145	3746242
2703	454294	3745910
2704	454417	3745370
2705	454568	3745067
2706	454730	3744850
2707	454915	3744822
2708	455149	3745194
2709	455388	3745614
2710	455549	3745388
2711	455701	3745083
2712	455856	3744808
2713	456015	3744572
2714	456161	3744224
2715	456326	3744029
2716	456468	3743645
2717	456613	3743290
2718	456765	3742989
2719	456943	3742901
2720	457093	3742592
2721	457239	3742243
2722	457401	3742025
2723	457556	3741750
2724	457708	3741452
2725	457893	3741421
2726	458021	3740928
2727	458164	3740557
2728	458310	3740208
2729	458473	3739998
2730	458631	3739754
2731	458821	3739762
2732	458951	3739286
2733	459103	3738990
2734	459273	3738836
2735	459430	3738585
2736	459604	3738466
2737	459794	3738471
2738	459958	3738271
2739	460111	3737983
2740	460273	3737771
2741	460420	3737431
2742	460610	3737442
2743	460819	3737607
2744	460982	3737402
2745	461227	3737854
2746	461385	3737611
2747	461542	3737353
2748	461697	3737076
2749	461878	3737020
2750	462022	3736654
2751	462152	3736178
2752	462295	3735813
2753	462439	3735450
2754	462592	3735164
2755	462785	3735193
2756	462937	3734899
2757	463080	3734527
2758	463224	3734168
2759	463371	3733831
2760	463520	3733513
2761	463694	3733392
2762	463839	3733044
2763	463986	3732706
2764	464133	3732369
2765	464250	3731797
2766	464420	3731646
2767	464580	3731416
2768	464777	3731482
2769	464949	3731342
2770	465113	3731143
2771	465267	3730868
2772	465416	3730550
2773	465565	3730230
2774	465772	3730375
2775	465935	3730167
2776	466081	3729826
2777	466199	3729260
2778	466395	3729321
2779	466551	3729058
2780	466742	3729069
2781	466854	3728462
2782	467018	3728262
2783	467208	3728274
2784	467359	3727968
2785	467514	3727694
2786	467713	3727776
2787	467864	3727476
2788	468035	3727336
2789	468186	3727035
2790	468334	3726708
2791	468523	3726708
2792	468774	3727202
2793	469002	3727509
2794	469205	3727627
2795	469391	3727603
2796	469575	3727557
2797	469776	3727651
2798	470117	3728861
2799	470334	3729084
2800	470569	3729440
2801	470768	3729518
2802	470962	3729560
2803	471171	3729713
2804	471451	3730436
2805	471643	3730454
2806	471820	3730354
2807	471973	3730068
2808	472136	3729861
2809	472333	3729923
2810	472623	3730719
2811	472795	3730581
2812	472986	3730587
2813	473182	3730641
2814	473492	3731593
2815	473723	3731920
2816	473962	3732309
2817	474159	3732365
2818	474292	3731921
2819	474516	3732191
2820	474766	3732660
2821	474947	3732593
2822	475214	3733203
2823	475433	3733430
2824	475674	3733831
2825	475887	3734014
2826	476060	3733881
2827	476212	3733588
2828	476377	3733394
2829	476533	3733124
2830	476705	3732985
2831	476879	3732862
2832	477026	3732528
2833	477176	3732210
2834	477370	3732245
2835	477524	3731962
2836	477686	3731745
2837	477857	3731597
2838	477996	3731201
2839	478121	3730691
2840	478308	3730672
2841	478457	3730348
2842	478630	3730218
2843	478800	3730060
2844	478962	3729846
2845	479112	3729533
2846	479292	3729459
2847	479443	3729150
2848	479554	3728538
2849	479704	3728227
2850	479856	3727933
2851	480016	3727699
2852	480199	3727648
2853	480341	3727277
2854	480459	3726718
2855	480575	3726142
2856	480736	3725919
2857	480929	3725944
2858	481139	3726096
2859	481302	3725886
2860	481473	3725739
2861	481641	3725567
2862	481810	3725405
2863	481955	3725054
2864	482170	3725252
2865	482357	3725228
2866	482529	3725086
2867	482731	3725179
2868	482911	3725098
2869	483141	3725408
2870	483378	3725767
2871	483548	3725611
2872	483734	3725578
2873	483919	3725541
2874	484105	3725503
2875	484269	3725308
2876	484500	3725620
2877	484678	3725524
2878	484832	3725241
2879	484982	3724934
2880	485147	3724737
2881	485335	3724722
2882	485534	3724787
2883	485695	3724561
2884	485898	3724657
2885	486099	3724742
2886	486299	3724814
2887	486524	3725081
2888	486758	3725415
2889	486941	3725358
2890	487135	3725384
2891	487309	3725254
2892	487477	3725083
2893	487676	3725144
2894	487870	3725176
